,订单id,订单创建时间,订单关闭时间,订单取消时间,用户id,支付状态,物流状态,订单处理时间,实际付款金额,物流价格,扣后价格,总折扣,总售价
16046,602867406333,2017-08-23,2017-09-19,,658831087101,paid,fulfilled,2017-08-23,164.91,10.00,154.91,43.69,198.6
16047,602869241341,2017-08-23,2017-09-19,,646129096189,paid,fulfilled,2017-08-23,112.96,10.00,102.96,29.04,132.0
16048,602870355453,2017-08-23,2017-09-07,,8688803615,paid,fulfilled,2017-08-23,25.62,7.00,17.0,15.0,32.0
16049,602871338493,2017-08-23,2017-09-07,,658838361597,paid,fulfilled,2017-08-23,83.87,7.00,70.2,19.8,90.0
16050,602872714749,2017-08-23,2017-09-07,,8689815583,paid,fulfilled,2017-08-23,123.84,0.00,113.1,31.9,145.0
16051,602873271805,2017-08-23,2017-09-07,,658842064381,paid,fulfilled,2017-08-23,167.68,7.00,160.68,45.32,206.0
16052,602874287613,2017-08-23,,,654685083133,partially_refunded,partial,2017-08-23,112.4,0.00,112.4,31.7,144.1
16053,602875172349,2017-08-23,2017-08-23,,251517572605,paid,fulfilled,2017-08-23,42.87,7.00,32.76,9.24,42.0
16054,602878219773,2017-08-23,2017-08-23,,658848093693,partially_refunded,fulfilled,2017-08-23,69.4,7.00,62.4,17.6,80.0
16055,602878547453,2017-08-23,,,237558601213,partially_refunded,partial,2017-08-23,649.97,0.00,593.58,167.42,761.0
16056,603001132541,2017-08-23,2017-09-07,,171039167997,paid,fulfilled,2017-08-23,22.0,15.00,7.0,25.0,32.0
16057,603077481981,2017-08-23,2017-08-23,,659053909501,paid,fulfilled,2017-08-23,48.39,7.00,37.8,4.2,42.0
16058,603271992829,2017-08-23,2017-09-07,,659184621053,paid,fulfilled,2017-08-23,25.0,7.00,18.0,10.0,28.0
16059,603377931773,2017-08-23,2017-09-07,,659412194813,paid,fulfilled,2017-08-23,213.39,0.00,213.39,23.71,237.1
16060,603405555197,2017-08-23,2017-08-24,,659435984381,paid,fulfilled,2017-08-23,30.0,7.00,23.0,5.0,28.0
16061,603441436157,2017-08-23,2017-09-07,,541972502013,paid,fulfilled,2017-08-23,494.39,0.00,451.5,0.0,451.5
16062,603488130557,2017-08-23,2017-08-24,,659535894013,paid,fulfilled,2017-08-23,276.0,0.00,276.0,0.0,276.0
16063,603534136829,2017-08-23,2017-08-24,,659587143165,paid,fulfilled,2017-08-23,33.6,7.00,26.6,0.0,26.6
16064,603803358717,2017-08-23,2017-09-07,,659854136829,paid,fulfilled,2017-08-23,43.0,15.00,28.0,0.0,28.0
16065,603826099709,2017-08-23,2017-08-24,,280479208957,paid,fulfilled,2017-08-23,122.64,0.00,112.0,0.0,112.0
16066,603830523389,2017-08-23,2017-08-24,,280479208957,paid,fulfilled,2017-08-23,0.0,0.00,0.0,203.0,203.0
16067,603935380989,2017-08-24,2017-08-29,,658795009533,paid,fulfilled,2017-08-24,70.8,15.00,55.8,6.2,62.0
16068,609756190205,2017-08-28,2017-08-30,,644043445757,paid,fulfilled,2017-08-28,0.0,0.00,0.0,48.0,48.0
16069,603941672445,2017-08-24,2017-09-19,,659965646333,paid,fulfilled,2017-08-24,67.2,15.00,52.2,5.8,58.0
16070,603950126589,2017-08-24,2017-08-24,,644841936381,paid,fulfilled,2017-08-24,36.13,7.00,26.6,0.0,26.6
16071,603978012157,2017-08-24,2017-08-24,,660005524989,paid,fulfilled,2017-08-24,122.0,0.00,122.0,0.0,122.0
16072,604072449533,2017-08-24,2017-08-29,,658734192125,paid,fulfilled,2017-08-24,83.95,7.00,76.95,8.55,85.5
16073,604073268733,2017-08-24,2017-08-29,,8689371999,paid,fulfilled,2017-08-24,116.0,0.00,116.0,50.0,166.0
16074,604074841597,2017-08-24,2017-08-24,,660056806909,partially_refunded,fulfilled,2017-08-24,49.77,7.00,39.06,4.34,43.4
16075,604091225597,2017-08-24,2017-08-24,,657688368637,paid,fulfilled,2017-08-24,59.0,7.00,52.0,0.0,52.0
16076,604099909117,2017-08-24,2017-08-29,,660111463933,paid,fulfilled,2017-08-24,47.0,15.00,32.0,10.0,42.0
16077,604135921149,2017-08-24,2017-08-29,,642722010621,paid,fulfilled,2017-08-24,41.49,7.00,31.5,3.5,35.0
16078,604180354557,2017-08-24,,,588087039485,partially_refunded,fulfilled,2017-08-24,132.0,10.00,122.0,0.0,122.0
16079,604202046973,2017-08-24,2017-08-29,,660203247101,paid,fulfilled,2017-08-24,37.66,7.00,28.0,0.0,28.0
16080,604242056701,2017-08-24,2017-08-29,,543575283197,paid,fulfilled,2017-08-24,101.17,7.00,86.0,0.0,86.0
16081,604304250365,2017-08-24,2017-08-29,,645181380093,paid,fulfilled,2017-08-24,69.0,7.00,62.0,0.0,62.0
16082,604330661373,2017-08-24,2017-08-24,,8837872927,paid,fulfilled,2017-08-24,114.31,7.00,98.0,0.0,98.0
16083,604351698429,2017-08-24,2017-08-29,,660303091197,paid,fulfilled,2017-08-24,64.45,10.00,54.45,6.05,60.5
16084,604391609853,2017-08-24,,2017-08-28,660347262461,refunded,,2017-08-24,34.59,7.00,25.2,2.8,28.0
16085,604607026685,2017-08-24,2017-08-24,,660470502909,paid,fulfilled,2017-08-24,49.27,7.00,38.6,10.0,48.6
16086,604669220349,2017-08-24,2017-09-19,,658193094141,paid,fulfilled,2017-08-24,55.0,7.00,48.0,0.0,48.0
16087,604716602877,2017-08-24,2017-08-29,,267756672509,paid,fulfilled,2017-08-24,57.0,10.00,47.0,15.0,62.0
16088,604843152893,2017-08-24,2017-08-24,,637216822781,paid,fulfilled,2017-08-24,59.0,7.00,52.0,0.0,52.0
16089,605163558397,2017-08-24,2017-08-24,,8688857503,paid,fulfilled,2017-08-24,109.38,7.00,93.5,0.0,93.5
16090,605227161085,2017-08-24,,,413855389181,partially_refunded,fulfilled,2017-08-24,47.73,7.00,37.2,37.2,74.4
16091,605241087485,2017-08-24,2017-08-24,,661330105853,paid,fulfilled,2017-08-24,100.8,0.00,100.8,11.2,112.0
16092,605302298109,2017-08-24,2017-08-29,,659230037501,partially_refunded,fulfilled,2017-08-24,86.14,10.00,76.14,8.46,84.6
16093,605328250365,2017-08-24,,2017-08-28,661419791869,refunded,,2017-08-24,41.2,7.00,34.2,3.8,38.0
16094,605561001469,2017-08-24,2017-08-28,,541479376381,paid,fulfilled,2017-08-24,495.0,0.00,495.0,0.0,495.0
16095,605705999869,2017-08-24,2017-08-28,,658729276925,paid,fulfilled,2017-08-24,33.28,7.00,24.0,5.0,29.0
16096,605817214461,2017-08-25,2017-08-28,,643386217981,paid,fulfilled,2017-08-25,0.0,0.00,0.0,42.0,42.0
16097,605960902141,2017-08-25,2017-08-28,,235267986941,paid,fulfilled,2017-08-25,38.76,7.00,29.0,0.0,29.0
16098,606130411005,2017-08-25,2017-08-29,,662092420605,paid,fulfilled,2017-08-25,59.2,7.00,52.2,5.8,58.0
16099,851315758589,2018-01-07,2018-01-08,,925709342205,paid,fulfilled,2018-01-07,0.0,0.00,0.0,55.0,55.0
16100,606138635773,2017-08-25,2017-08-28,,662094288381,paid,fulfilled,2017-08-25,189.4,0.00,189.4,0.0,189.4
16101,606204597757,2017-08-25,2017-08-28,,662152156669,paid,fulfilled,2017-08-25,35.0,7.00,28.0,0.0,28.0
16102,606233859581,2017-08-25,2017-08-29,,662166803965,paid,fulfilled,2017-08-25,70.0,7.00,63.0,5.0,68.0
16103,607157523965,2017-08-25,2017-08-28,,583418648061,paid,fulfilled,2017-08-25,10.0,7.00,3.0,25.0,28.0
16104,607276635645,2017-08-25,2017-08-28,,8704072671,paid,fulfilled,2017-08-25,36.0,7.00,29.0,0.0,29.0
16105,607297345021,2017-08-25,2017-08-28,,662992262653,paid,fulfilled,2017-08-25,73.0,7.00,66.0,0.0,66.0
16106,607330833917,2017-08-25,2017-08-28,,663028504061,paid,fulfilled,2017-08-25,39.5,7.00,32.5,0.0,32.5
16107,607449781757,2017-08-25,2017-08-28,,663179597309,paid,fulfilled,2017-08-25,55.0,7.00,48.0,0.0,48.0
16108,607604839933,2017-08-26,2017-08-28,,663372666365,paid,fulfilled,2017-08-26,59.0,7.00,52.0,0.0,52.0
16109,607680959997,2017-08-26,2017-08-28,,547149518333,paid,fulfilled,2017-08-26,151.0,0.00,151.0,5.0,156.0
16110,607709337085,2017-08-26,2017-08-28,,663511668221,paid,fulfilled,2017-08-26,32.2,7.00,25.2,2.8,28.0
16111,607745709565,2017-08-26,2017-08-28,,609379423741,paid,fulfilled,2017-08-26,294.0,0.00,294.0,0.0,294.0
16112,607753606653,2017-08-26,2017-08-28,,663575401981,paid,fulfilled,2017-08-26,70.51,7.00,58.0,0.0,58.0
16113,607788340733,2017-08-26,2017-08-28,,228945303037,paid,fulfilled,2017-08-26,38.5,7.00,31.5,3.5,35.0
16114,607939466749,2017-08-26,2017-08-29,,8692113951,paid,fulfilled,2017-08-26,100.0,10.00,90.0,0.0,90.0
16115,608279729661,2017-08-26,2017-08-28,,664175318525,paid,fulfilled,2017-08-26,94.6,7.00,80.0,0.0,80.0
16116,608373052925,2017-08-26,,,664303179261,partially_refunded,partial,2017-08-26,200.0,0.00,200.0,0.0,200.0
16117,608440980989,2017-08-26,2017-08-28,,489076069885,paid,fulfilled,2017-08-26,59.01,7.00,47.5,0.0,47.5
16118,608482924029,2017-08-26,2017-08-29,,594981131773,paid,fulfilled,2017-08-26,87.0,15.00,72.0,0.0,72.0
16119,608628676093,2017-08-27,2017-08-28,,664644359677,paid,fulfilled,2017-08-27,49.84,7.00,42.84,4.76,47.6
16120,608683890173,2017-08-27,2017-08-28,,664616343037,paid,fulfilled,2017-08-27,49.84,7.00,42.84,4.76,47.6
16121,608738416125,2017-08-27,2017-08-28,,664808363517,partially_refunded,fulfilled,2017-08-27,72.04,7.00,59.4,6.6,66.0
16122,608763418109,2017-08-27,2017-08-28,,664839886333,paid,fulfilled,2017-08-27,127.02,0.00,116.0,0.0,116.0
16123,608771216893,2017-08-27,2017-08-30,,451676247549,partially_refunded,fulfilled,2017-08-27,124.83,0.00,114.0,0.0,114.0
16124,609075500541,2017-08-27,2017-08-28,,665167173117,paid,fulfilled,2017-08-27,145.8,0.00,145.8,16.2,162.0
16125,609163384317,2017-08-27,2017-08-30,,665295066621,paid,fulfilled,2017-08-27,47.0,15.00,32.0,0.0,32.0
16126,609175442941,2017-08-27,2017-08-30,,8727490271,paid,fulfilled,2017-08-27,23.0,10.00,13.0,15.0,28.0
16127,609417336317,2017-08-27,2017-08-30,,665598399997,refunded,fulfilled,2017-08-27,95.0,30.00,65.0,0.0,65.0
16128,609453151741,2017-08-27,2017-08-28,,665642571261,paid,fulfilled,2017-08-27,109.06,0.00,99.6,0.0,99.6
16129,609533728253,2017-08-28,2017-08-28,,665735927293,paid,fulfilled,2017-08-28,101.61,7.00,86.4,9.6,96.0
16130,609544377853,2017-08-28,2017-08-30,,665750115837,partially_refunded,fulfilled,2017-08-28,68.1,7.00,55.8,6.2,62.0
16131,609569478141,2017-08-28,2017-08-30,,605451425277,paid,fulfilled,2017-08-28,87.0,7.00,80.0,0.0,80.0
16132,609639110141,2017-08-28,2017-08-30,,609379423741,partially_refunded,fulfilled,2017-08-28,162.0,0.00,162.0,0.0,162.0
16133,609640912381,2017-08-28,2017-08-28,,665868375549,paid,fulfilled,2017-08-28,44.8,7.00,37.8,4.2,42.0
16134,609641174525,2017-08-28,2017-08-30,,8712126047,paid,fulfilled,2017-08-28,35.0,7.00,28.0,0.0,28.0
16135,609643566589,2017-08-28,2017-08-28,,665873880573,paid,fulfilled,2017-08-28,41.2,7.00,34.2,3.8,38.0
16136,609658902013,2017-08-28,2017-08-28,,510603433469,paid,fulfilled,2017-08-28,44.0,7.00,37.0,5.0,42.0
16137,609670731261,2017-08-28,2017-08-28,,665909401085,paid,fulfilled,2017-08-28,42.04,7.00,32.0,0.0,32.0
16138,609700156925,2017-08-28,2017-08-30,,665947084285,paid,fulfilled,2017-08-28,108.11,7.00,92.34,10.26,102.6
16139,609746458109,2017-08-28,2017-08-30,,666009867773,partially_refunded,fulfilled,2017-08-28,108.73,7.00,92.9,0.0,92.9
16140,609801475581,2017-08-28,2017-08-28,,666074256893,paid,fulfilled,2017-08-28,70.51,7.00,58.0,0.0,58.0
16141,609936250365,2017-08-28,2017-08-30,,666167449085,paid,fulfilled,2017-08-28,73.95,15.00,58.95,6.55,65.5
16142,609982420477,2017-08-28,,,649868482045,partially_refunded,fulfilled,2017-08-28,31.0,7.00,24.0,0.0,24.0
16143,610005784061,2017-08-28,2017-08-30,,614223582717,paid,fulfilled,2017-08-28,33.28,7.00,24.0,0.0,24.0
16144,610175456765,2017-08-28,2017-08-28,,666449417725,paid,fulfilled,2017-08-28,32.2,7.00,25.2,2.8,28.0
16145,610290570749,2017-08-28,2017-08-30,,666582095357,paid,fulfilled,2017-08-28,63.0,7.00,56.0,0.0,56.0
16146,610369443325,2017-08-28,2017-08-30,,663625930237,partially_refunded,fulfilled,2017-08-28,148.42,0.00,135.54,15.06,150.6
16147,610436191741,2017-08-28,,2017-08-30,666747508221,refunded,,2017-08-28,22.5,15.00,7.5,10.0,17.5
16148,610566247933,2017-08-29,,2017-08-30,666910889469,refunded,,2017-08-29,93.8,7.00,86.8,0.0,86.8
16149,610631423485,2017-08-29,2017-08-29,,269679498749,paid,fulfilled,2017-08-29,35.0,7.00,28.0,0.0,28.0
16150,610708100605,2017-08-29,2017-08-29,,434354034173,paid,fulfilled,2017-08-29,73.69,7.00,60.9,0.0,60.9
16151,610708329981,2017-08-29,2017-08-30,,667092489725,paid,fulfilled,2017-08-29,83.26,10.00,73.26,8.14,81.4
16152,610719045117,2017-08-29,2017-08-29,,667105990141,partially_refunded,fulfilled,2017-08-29,89.6,7.00,82.6,0.0,82.6
16153,610739885565,2017-08-29,2017-08-29,,667133416957,paid,fulfilled,2017-08-29,53.8,7.00,46.8,5.2,52.0
16154,610790839805,2017-08-29,2017-09-01,,658590569981,paid,fulfilled,2017-08-29,69.0,7.00,62.0,0.0,62.0
16155,610804176381,2017-08-29,2017-08-29,,8692084639,paid,fulfilled,2017-08-29,47.01,7.00,36.54,4.06,40.6
16156,611053049341,2017-08-29,2017-09-01,,667495175677,paid,fulfilled,2017-08-29,67.0,15.00,52.0,0.0,52.0
16157,611074217469,2017-08-29,2017-08-29,,545146934781,paid,fulfilled,2017-08-29,30.0,7.00,23.0,15.0,38.0
16158,611213088253,2017-08-29,,2017-08-30,8695172447,refunded,,2017-08-29,50.0,7.00,43.0,15.0,58.0
16159,611250345469,2017-08-29,2017-08-30,,667721930237,paid,fulfilled,2017-08-29,39.0,7.00,32.0,10.0,42.0
16160,611271284221,2017-08-29,2017-08-30,,667744900605,paid,fulfilled,2017-08-29,77.0,7.00,70.0,0.0,70.0
16161,611293304317,2017-08-29,2017-09-01,,667768362493,paid,fulfilled,2017-08-29,70.0,7.00,63.0,0.0,63.0
16162,611380368893,2017-08-29,,,667872105981,partially_refunded,partial,2017-08-29,125.0,15.00,110.0,0.0,110.0
16163,611450820093,2017-08-29,,2017-08-30,235267986941,refunded,,2017-08-29,39.19,7.00,29.4,0.0,29.4
16164,611557119485,2017-08-30,2017-08-30,,653428889085,paid,fulfilled,2017-08-30,50.2,7.00,43.2,4.8,48.0
16165,611677541885,2017-08-30,2017-08-30,,662632338941,partially_refunded,fulfilled,2017-08-30,59.0,7.00,52.0,0.0,52.0
16166,611728496125,2017-08-30,2017-09-04,,668191528445,paid,fulfilled,2017-08-30,57.0,15.00,42.0,0.0,42.0
16167,611734164989,2017-08-30,2017-08-30,,668195001853,paid,fulfilled,2017-08-30,39.76,7.00,32.76,3.64,36.4
16168,611742324221,2017-08-30,2017-09-04,,449166546429,partially_refunded,fulfilled,2017-08-30,52.99,7.00,42.0,0.0,42.0
16169,611759724029,2017-08-30,2017-08-30,,650227521021,paid,fulfilled,2017-08-30,72.0,7.00,65.0,5.0,70.0
16170,611766212093,2017-08-30,2017-08-30,,8868472799,paid,fulfilled,2017-08-30,43.0,7.00,36.0,0.0,36.0
16171,611796620797,2017-08-30,2017-08-30,,422834542077,paid,fulfilled,2017-08-30,224.9,0.00,224.9,0.0,224.9
16172,611829487101,2017-08-30,2017-08-30,,8876324255,partially_refunded,fulfilled,2017-08-30,48.39,7.00,37.8,4.2,42.0
16173,611845182973,2017-08-30,2017-09-04,,668339607037,paid,fulfilled,2017-08-30,133.6,0.00,133.6,0.0,133.6
16174,611848033789,2017-08-30,2017-09-04,,668343342589,partially_refunded,fulfilled,2017-08-30,99.64,7.00,84.6,9.4,94.0
16175,611908752893,2017-08-30,2017-09-04,,668399605245,paid,fulfilled,2017-08-30,34.0,7.00,27.0,5.0,32.0
16176,612234139133,2017-08-30,2017-09-04,,267756672509,paid,fulfilled,2017-08-30,38.42,10.00,28.42,12.18,40.6
16177,612293711357,2017-08-30,2017-08-31,,8858414303,paid,fulfilled,2017-08-30,36.43,7.00,26.88,11.52,38.4
16178,612295742973,2017-08-30,2017-08-31,,461344347645,paid,fulfilled,2017-08-30,20.72,7.00,13.72,5.88,19.6
16179,612295874045,2017-08-30,2017-08-31,,668832044541,paid,fulfilled,2017-08-30,48.31,7.00,37.73,16.17,53.9
16180,612296103421,2017-08-30,2017-08-31,,8688688863,paid,fulfilled,2017-08-30,34.59,7.00,25.2,10.8,36.0
16181,612298036733,2017-08-30,2017-08-31,,8728261279,paid,fulfilled,2017-08-30,22.02,7.00,13.72,5.88,19.6
16182,612302460413,2017-08-30,2017-08-31,,476450919933,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16183,612305671677,2017-08-30,2017-08-31,,8849312031,paid,fulfilled,2017-08-30,24.08,7.00,15.6,25.0,40.6
16184,612311438845,2017-08-30,2017-08-31,,8692378655,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16185,612313175549,2017-08-30,,,8689241887,paid,,2017-08-30,69.93,7.00,57.47,24.63,82.1
16186,612316222973,2017-08-30,2017-08-31,,375677228541,paid,fulfilled,2017-08-30,27.3,7.00,20.3,8.7,29.0
16187,612318746109,2017-08-30,,,640207951357,partially_refunded,partial,2017-08-30,49.35,7.00,42.35,18.15,60.5
16188,612326610429,2017-08-30,2017-08-31,,236063856125,paid,fulfilled,2017-08-30,14.12,7.00,6.5,25.0,31.5
16189,612653536765,2017-08-31,2017-08-31,,669265630717,paid,fulfilled,2017-08-31,30.52,7.00,23.52,10.08,33.6
16190,612330280445,2017-08-30,,,426995291645,partially_refunded,fulfilled,2017-08-30,29.4,7.00,22.4,0.0,22.4
16191,612337784317,2017-08-30,2017-08-31,,8770488863,partially_refunded,fulfilled,2017-08-30,78.28,7.00,65.1,27.9,93.0
16192,612338800125,2017-08-30,2017-08-31,,416287069693,paid,fulfilled,2017-08-30,28.46,7.00,19.6,8.4,28.0
16193,612339160573,2017-08-30,2017-08-31,,8913225503,paid,fulfilled,2017-08-30,46.2,7.00,39.2,16.8,56.0
16194,612339881469,2017-08-30,2017-08-31,,232697075197,paid,fulfilled,2017-08-30,115.51,0.00,105.49,45.21,150.7
16195,612341618173,2017-08-30,2017-08-31,,8688496927,paid,fulfilled,2017-08-30,47.32,7.00,40.32,17.28,57.6
16196,612344600061,2017-08-30,2017-08-31,,668880967165,paid,fulfilled,2017-08-30,27.3,7.00,20.3,8.7,29.0
16197,612348990973,2017-08-30,2017-08-31,,543567386109,paid,fulfilled,2017-08-30,46.9,7.00,39.9,17.1,57.0
16198,612358100477,2017-08-30,2017-08-31,,668902626813,paid,fulfilled,2017-08-30,34.9,7.00,25.48,10.92,36.4
16199,612359214589,2017-08-30,2017-09-04,,494874957309,paid,fulfilled,2017-08-30,35.2,10.00,25.2,10.8,36.0
16200,612363703805,2017-08-30,2017-09-04,,237558601213,partially_refunded,fulfilled,2017-08-30,137.66,0.00,125.72,53.88,179.6
16201,612373599741,2017-08-30,2017-08-31,,573150402045,paid,fulfilled,2017-08-30,49.39,7.00,38.71,16.59,55.3
16202,612382053885,2017-08-30,2017-08-31,,8848145247,paid,fulfilled,2017-08-30,31.91,7.00,22.75,9.75,32.5
16203,612389623293,2017-08-30,2017-08-31,,620252632573,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16204,612415935997,2017-08-30,2017-08-31,,451676247549,paid,fulfilled,2017-08-30,62.8,7.00,50.96,21.84,72.8
16205,612423013885,2017-08-30,2017-08-31,,8691438111,paid,fulfilled,2017-08-30,67.86,7.00,55.58,23.82,79.4
16206,612439627261,2017-08-30,2017-08-31,,668992804349,paid,fulfilled,2017-08-30,87.42,7.00,80.42,12.18,92.6
16207,612441560573,2017-08-30,2017-08-31,,668934247933,paid,fulfilled,2017-08-30,35.0,7.00,28.0,0.0,28.0
16208,612443362813,2017-08-30,2017-08-31,,655434094077,paid,fulfilled,2017-08-30,53.06,7.00,46.06,19.74,65.8
16209,612444968445,2017-08-30,2017-08-31,,668998997501,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16210,612451423741,2017-08-30,2017-09-04,,669005223421,paid,fulfilled,2017-08-30,37.05,15.00,22.05,9.45,31.5
16211,612474820093,2017-08-30,2017-09-04,,8736452511,paid,fulfilled,2017-08-30,25.4,7.00,16.8,7.2,24.0
16212,612484224509,2017-08-30,2017-08-31,,650227521021,paid,fulfilled,2017-08-30,46.55,7.00,39.55,16.95,56.5
16213,612488877565,2017-08-30,2017-08-31,,652174235133,paid,fulfilled,2017-08-30,68.28,7.00,61.28,18.12,79.4
16214,612493497853,2017-08-30,2017-08-31,,669054080509,paid,fulfilled,2017-08-30,45.71,7.00,38.71,16.59,55.3
16215,612495398397,2017-08-30,2017-08-31,,8864526943,paid,fulfilled,2017-08-30,49.0,7.00,42.0,0.0,42.0
16216,612501427709,2017-08-30,2017-09-04,,669059323389,paid,fulfilled,2017-08-30,164.0,15.00,149.0,0.0,149.0
16217,612504081917,2017-08-30,,,379120752125,partially_refunded,partial,2017-08-30,84.0,7.00,77.0,33.0,110.0
16218,612518761981,2017-08-30,2017-08-31,,8698025183,paid,fulfilled,2017-08-30,47.6,7.00,40.6,0.0,40.6
16219,612538619389,2017-08-30,2017-09-04,,612470920701,partially_refunded,fulfilled,2017-08-30,220.6,15.00,205.6,0.0,205.6
16220,612539635197,2017-08-30,2017-08-31,,8697455647,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16221,612548318717,2017-08-30,2017-09-04,,8816090271,paid,fulfilled,2017-08-30,71.84,15.00,56.84,24.36,81.2
16222,612549105149,2017-08-30,2017-08-31,,646506452477,paid,fulfilled,2017-08-30,176.95,0.00,176.95,59.55,236.5
16223,612558935549,2017-08-30,2017-08-31,,669152908797,paid,fulfilled,2017-08-30,60.62,7.00,53.62,22.98,76.6
16224,612582921725,2017-08-30,2017-08-31,,253639988733,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16225,612592686589,2017-08-30,2017-08-31,,475602589181,paid,fulfilled,2017-08-30,68.78,7.00,56.42,12.18,68.6
16226,612593571325,2017-08-30,2017-08-31,,506716526077,paid,fulfilled,2017-08-30,56.0,7.00,49.0,21.0,70.0
16227,612607170045,2017-08-30,2017-08-31,,8786281311,paid,fulfilled,2017-08-30,39.0,7.00,32.0,0.0,32.0
16228,612608218621,2017-08-30,2017-09-04,,578264405501,paid,fulfilled,2017-08-30,67.12,10.00,57.12,24.48,81.6
16229,612737619453,2017-08-31,2017-08-31,,502559315453,paid,fulfilled,2017-08-31,45.0,7.00,38.0,0.0,38.0
16230,612617983485,2017-08-30,2017-08-31,,632326460925,paid,fulfilled,2017-08-30,42.28,7.00,35.28,15.12,50.4
16231,612618442237,2017-08-30,2017-08-31,,435271865853,paid,fulfilled,2017-08-30,35.42,7.00,28.42,12.18,40.6
16232,612636464637,2017-08-30,2017-08-31,,271528498685,paid,fulfilled,2017-08-30,62.02,7.00,55.02,23.58,78.6
16233,612638856701,2017-08-30,2017-08-31,,567758558717,paid,fulfilled,2017-08-30,51.15,7.00,40.32,17.28,57.6
16234,612652127741,2017-08-31,2017-09-04,,649545258493,paid,fulfilled,2017-08-31,97.38,15.00,82.38,13.02,95.4
16235,612668118525,2017-08-31,2017-08-31,,669281392125,paid,fulfilled,2017-08-31,28.46,7.00,19.6,8.4,28.0
16236,612684011005,2017-08-31,2017-08-31,,8869341663,partially_refunded,fulfilled,2017-08-31,131.3,0.00,131.3,35.7,167.0
16237,612684338685,2017-08-31,2017-08-31,,669299512829,paid,fulfilled,2017-08-31,45.71,7.00,38.71,16.59,55.3
16238,612696167933,2017-08-31,2017-09-04,,8689337247,paid,fulfilled,2017-08-31,43.42,15.00,28.42,12.18,40.6
16239,612722185725,2017-08-31,,,668945389053,partially_refunded,partial,2017-08-31,42.77,7.00,35.77,15.33,51.1
16240,612750956029,2017-08-31,2017-08-31,,669362001405,paid,fulfilled,2017-08-31,23.8,7.00,16.8,7.2,24.0
16241,612752365053,2017-08-31,2017-09-04,,669381432829,paid,fulfilled,2017-08-31,195.3,0.00,195.3,21.7,217.0
16242,612765210109,2017-08-31,2017-08-31,,228700493309,paid,fulfilled,2017-08-31,125.43,0.00,125.43,31.47,156.9
16243,612772845053,2017-08-31,2017-09-04,,669404370429,paid,fulfilled,2017-08-31,62.2,10.00,52.2,5.8,58.0
16244,612775826941,2017-08-31,2017-08-31,,669409973757,paid,fulfilled,2017-08-31,32.2,7.00,25.2,10.8,36.0
16245,612785952253,2017-08-31,2017-09-04,,379092243965,paid,fulfilled,2017-08-31,84.11,7.00,70.42,12.18,82.6
16246,612796175869,2017-08-31,2017-09-04,,415698425341,partially_refunded,fulfilled,2017-08-31,64.68,7.00,57.68,6.72,64.4
16247,612796863997,2017-08-31,2017-08-31,,502370309629,paid,fulfilled,2017-08-31,57.4,7.00,50.4,5.6,56.0
16248,612803155453,2017-08-31,2017-09-04,,8692369759,paid,fulfilled,2017-08-31,117.96,0.00,117.96,36.84,154.8
16249,612828550653,2017-08-31,2017-08-31,,8923282463,paid,fulfilled,2017-08-31,63.77,7.00,56.77,24.33,81.1
16250,612839822845,2017-08-31,2017-08-31,,8691751967,paid,fulfilled,2017-08-31,30.52,7.00,23.52,10.08,33.6
16251,612844049917,2017-08-31,2017-08-31,,669487044093,paid,fulfilled,2017-08-31,128.68,0.00,117.52,10.08,127.6
16252,612844803581,2017-08-31,2017-08-31,,669493007869,paid,fulfilled,2017-08-31,60.2,7.00,53.2,10.8,64.0
16253,612865971709,2017-08-31,2017-08-31,,669514765821,paid,fulfilled,2017-08-31,56.06,7.00,44.8,19.2,64.0
16254,612866987517,2017-08-31,2017-08-31,,669520958973,partially_refunded,fulfilled,2017-08-31,130.09,0.00,118.8,13.2,132.0
16255,612869117437,2017-08-31,2017-08-31,,409550558717,paid,fulfilled,2017-08-31,41.72,7.00,34.72,14.88,49.6
16256,612871575037,2017-08-31,2017-08-31,,669525906941,paid,fulfilled,2017-08-31,65.8,7.00,58.8,25.2,84.0
16257,612873442813,2017-08-31,2017-08-31,,669527283197,paid,fulfilled,2017-08-31,44.8,7.00,37.8,4.2,42.0
16258,612877604349,2017-08-31,2017-08-31,,439972533757,paid,fulfilled,2017-08-31,31.0,7.00,24.0,0.0,24.0
16259,612882945533,2017-08-31,2017-09-04,,234380858877,paid,fulfilled,2017-08-31,178.36,0.00,178.36,76.44,254.8
16260,612893562365,2017-08-31,2017-08-31,,8707960287,paid,fulfilled,2017-08-31,49.39,7.00,38.71,16.59,55.3
16261,612897428989,2017-08-31,2017-09-04,,669543470589,paid,fulfilled,2017-08-31,145.0,10.00,135.0,0.0,135.0
16262,612905948669,2017-08-31,2017-08-31,,669568013821,paid,fulfilled,2017-08-31,24.17,7.00,15.68,6.72,22.4
